Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power,Engine capacity,CO2 emissions,Emission class,Mileage,First registration,Battery type,AC charging time,Battery capacity,Previous owners,Warranty until,Price
BMW,X4,Brown,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,190,2993.0,156,Euro 6,72447,2014,No battery type class,0.0,0.0,1,4.0,29299.0
Renault,Megane,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,103,1333.0,133,Euro 6,13311,2021,No battery type class,0.0,0.0,1,3.0,24199.0
Volvo,XC40,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,193,1477.0,147,Euro 6,109268,2021,Lithium-ion (Li-ion),3.0,11.0,1,3.0,28349.0
Mercedes-Benz,C 180,Grey,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,125,1496.0,141,Euro 6d,7957,2022,No battery type class,0.0,0.0,Unknown,4.0,38249.0
Ford,Transit,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,96,1995.0,179,Euro 6d-TEMP,54650,2021,No battery type class,0.0,0.0,1,5.0,32049.0
Audi,Q3,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,169,1984.0,168,Euro 6d-TEMP,51512,2020,No battery type class,0.0,0.0,Unknown,4.0,45799.0
Renault,Captur,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,103,1332.0,137,Euro 6d,680,2023,No battery type class,0.0,0.0,1,3.0,26099.0
Mercedes-Benz,B 180,White,Black interior,Part leather interior,MPV,4/5 doors,5,Petrol,Manual,4x2,100,1332.0,145,Euro 6d,11630,2022,No battery type class,0.0,0.0,1,4.0,28249.0
Mercedes-Benz,A 220,Black,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,140,1991.0,143,Euro 6,41260,2019,No battery type class,0.0,0.014084507042253521,2,4.0,28399.0
Volvo,V60,White,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1969.0,123,Euro 6,102500,2020,No battery type class,0.0,0.0,Unknown,3.0,23149.0
Peugeot,2008,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,96,1499.0,131,Euro 6,20,2023,No battery type class,0.0,0.0,1,2.0,35649.0
Renault,Clio,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,53,999.0,112,Euro 6,22176,2020,No battery type class,0.0,0.0,1,4.0,13099.0
Ford,Fiesta,Black,Grey interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,92,998.0,98,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,5.0,26449.0
Ford,Puma,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,92,999.0,97,Euro 6d-TEMP,48293,2021,No battery type class,0.0,0.0,Unknown,5.0,19549.0
Hyundai,Tucson,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1598.0,125,Euro 6d-TEMP,10,2023,No battery type class,0.0,0.0,Unknown,5.0,34199.0
Peugeot,2008,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,60,1199.0,114,Euro 6d-TEMP,7900,2019,No battery type class,0.0,0.0,2,3.0,18349.0
Opel,Insignia,Grey,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,128,1956.0,114,Euro 6d,12798,2022,No battery type class,0.0,0.0,1,3.0,33149.0
Renault,Twingo,White,Grey interior,Cloth interior,Hatchback,2/3 doors,4,Petrol,Manual,4x2,54,998.0,102,Euro 6d-TEMP,48400,2020,No battery type class,0.0,0.0,1,3.0,12849.0
Volkswagen,Tiguan,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1395.0,140,Euro 6,55699,2017,No battery type class,0.0,0.0,1,3.0,26999.0
Seat,Ateca,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,123,No emission class,16047,2020,No battery type class,0.0,0.0,Unknown,4.0,28299.0
Volkswagen,Passat,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,110,1968.0,116,Euro 6d-TEMP,1200,2023,No battery type class,0.0,0.0,Unknown,3.0,42599.0
Seat,Ibiza,Blue,Grey interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,59,999.0,112,Euro 6d-TEMP,80700,2019,No battery type class,0.0,0.0,Unknown,4.0,12649.0
Cupra,Formentor,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,228,1984.0,175,Euro 6d,11217,2022,No battery type class,0.0,0.0,1,3.0,41149.0
Mazda,CX-30,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,137,1998.0,116,Euro 6d,9990,2021,No battery type class,0.0,0.0,1,3.0,28899.0
Volkswagen,Golf,White,Black interior,Cloth interior,Cabriolet,2/3 doors,5,Petrol,Manual,4x2,77,1197.0,136,Euro 5,71469,2013,No battery type class,0.0,0.0,2,3.0,13849.0
Audi,A1,Black,Black interior,Part leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,120,Euro 6,20911,2022,No battery type class,0.0,0.0,Unknown,3.0,31999.0
BMW,220 Gran Coupé,White,Black interior,Cloth interior,Coupe,4/5 doors,5,Petrol,Automatic,4x2,131,1998.0,153,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,4.0,52149.0
Ford,Fiesta,Blue,Other interior color,Velour interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,92,999.0,104,Euro 6d,10,2023,No battery type class,0.0,0.0,1,5.0,27399.0
Volvo,XC40,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1969.0,133,Euro 6d-TEMP,66374,2020,No battery type class,0.0,0.014084507042253521,Unknown,3.0,35249.0
Ford,Mondeo,Black,Grey interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Manual,4x2,88,1499.0,134,No emission class,99718,2018,No battery type class,0.0,0.0,Unknown,5.0,16099.0
Audi,S6,Blue,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,257,2967.0,171,Euro 6d-TEMP,61000,2019,No battery type class,0.0,0.0,2,4.0,54149.0
Mercedes-Benz,A 250,White,Black interior,Full leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,165,1991.0,141,Euro 6,62170,2019,No battery type class,0.0,0.0,Unknown,4.0,27749.0
Audi,A1,White,Black interior,Part leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,81,999.0,112,Euro 6d,21791,2021,No battery type class,0.0,0.0,2,4.0,29999.0
Opel,Corsa,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,1197.0,98,No emission class,13486,2023,No battery type class,0.0,0.0,Unknown,3.0,16549.0
Volkswagen,Golf,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,96,1498.0,109,Euro 6d,10187,2022,No battery type class,0.0,0.0,1,3.0,31449.0
Volvo,XC90,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,Hybrid,Automatic,4x4,299,1969.0,149,Euro 6,61417,2018,Lithium-ion (Li-ion),3.0,11.0,Unknown,6.0,62149.0
Opel,Mokka,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,102,Euro 6d,16581,2022,No battery type class,0.0,0.0,1,3.0,25749.0
Mazda,CX-5,Grey,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,143,2488.0,169,Euro 6d,53690,2021,No battery type class,0.0,0.0,1,3.0,32599.0
BMW,320,Blue,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,135,1998.0,0,Euro 6d-TEMP,6400,2019,No battery type class,0.0,0.0,1,4.0,32049.0
Fiat,500C,Red,Other interior color,Other interior material,Cabriolet,2/3 doors,4,Petrol,Manual,4x2,51,999.0,88,Euro 6,16800,2020,No battery type class,0.0,0.0,Unknown,4.0,14899.0
Volkswagen,Touran,Grey,Black interior,Cloth interior,MPV,4/5 doors,5,Diesel,Manual,4x2,85,1598.0,118,Euro 6c,73279,2019,No battery type class,0.0,0.0,1,3.0,20349.0
Mazda,MX-30,White,Grey interior,Part leather interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,107,1627.0,0,Euro 6,20377,2020,Lithium-ion (Li-ion),1.5,21.9,Unknown,3.0,22049.0
Mazda,CX-30,Red,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1998.0,126,Euro 6d,41190,2021,No battery type class,0.0,0.0,1,3.0,27499.0
Peugeot,2008,Red,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,118,Euro 6d-TEMP,28925,2018,No battery type class,0.0,0.0,Unknown,3.0,15849.0
BMW,i3,Blue,Grey interior,Cloth interior,Hatchback,4/5 doors,4,Electric,Automatic,4x2,125,647.0,0,Euro 6d-TEMP,23600,2020,Lithium-ion (Li-ion),3.0,8.4,1,4.0,30699.0
BMW,X5,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,195,2993.0,158,Euro 6d,78900,2019,No battery type class,0.0,0.0,1,4.0,60299.0
Skoda,Fabia,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,0,Euro 6d-TEMP,500,2023,No battery type class,0.0,0.0,Unknown,3.0,27149.0
Mercedes-Benz,A 200,Silver,Black interior,Full leather interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1950.0,126,Euro 6,35192,2022,No battery type class,0.0,0.0,1,2.0,34499.0
BMW,X5,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,190,2993.0,183,Euro 6,57817,2018,No battery type class,0.0,0.0,2,4.0,47099.0
Volkswagen,Golf,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,85,999.0,109,Euro 6d-TEMP,32405,2019,No battery type class,0.0,0.0,Unknown,3.0,25249.0
Opel,Corsa,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,1364.0,128,Euro 6,65317,2019,No battery type class,0.0,0.0,Unknown,5.0,12399.0
Seat,Ateca,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,85,999.0,122,Euro 6,52500,2020,No battery type class,0.0,0.0,Unknown,4.0,20549.0
Opel,Corsa,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,1009.0,0,No emission class,23289,2021,Lithium-ion (Li-ion),1.0526315789473684,50.0,Unknown,3.0,19999.0
Nissan,Leaf,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,110,1217.0,0,No emission class,3205,2023,Lithium-ion (Li-ion),1.0,40.0,Unknown,4.0,27049.0
Audi,Q3,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,135,Euro 6,19500,2022,No battery type class,0.0,0.0,Unknown,2.0,41799.0
Volkswagen,Caddy,Grey,Grey interior,Cloth interior,MPV/VAN,4/5 doors,5,Diesel,Manual,4x2,90,1968.0,124,Euro 6d,16500,2022,No battery type class,0.0,0.0,1,3.0,32049.0
Volkswagen,Polo,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,106,Euro 6,11230,2023,No battery type class,0.0,0.0,1,2.0,21049.0
Volkswagen,Touareg,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210,2967.0,173,Euro 6d-TEMP,78000,2019,No battery type class,0.0,0.0,Unknown,3.0,48999.0
Mercedes-Benz,C 200,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,118,1597.0,142,Euro 6d-TEMP,130498,2019,No battery type class,0.0,0.0,1,4.0,21449.0
Nissan,Qashqai,Silver,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,103,1332.0,145,Euro 6d,15451,2023,No battery type class,0.0,0.0,1,4.0,28899.0
BMW,X4,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,240,2993.0,0,Euro 6d-TEMP,54320,2019,No battery type class,0.0,0.0,2,4.0,56299.0
DS Automobiles,DS3,Grey,Black interior,Alcantara interior,Hatchback,2/3 doors,5,Petrol,Manual,4x2,60,1199.0,107,Euro 5,165000,2013,No battery type class,0.0,0.0,2,3.0,5399.0
Volkswagen,Polo,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,59,999.0,110,Euro 6,3898,2019,No battery type class,0.0,0.0,Unknown,3.0,16249.0
Ford,Puma,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,92,999.0,113,Euro 6d,29925,2021,No battery type class,0.0,0.0,Unknown,5.0,24249.0
Mercedes-Benz,C 180,Grey,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,125,1496.0,0,Euro 6d,43035,2022,No battery type class,0.0,0.0,Unknown,4.0,38699.0
Volvo,XC60,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,110,1969.0,119,Euro 6,94283,2017,No battery type class,0.0,0.0,Unknown,3.0,20999.0
Skoda,Kamiq,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,81,999.0,108,Euro 6,50,2023,No battery type class,0.0,0.0,1,3.0,30499.0
Ford,Transit,White,Black interior,Cloth interior,Cargo VAN,2/3 doors,3,Diesel,Manual,4x2,96,1995.0,195,Euro 6,77886,2018,No battery type class,0.0,0.0,Unknown,5.0,39899.0
Volkswagen,T-Roc,Blue,Other interior color,Cloth interior,SUV / offroad,4/5 doors,4,Petrol,Automatic,4x2,110,1498.0,123,Euro 6,6225,2023,No battery type class,0.0,0.0,1,3.0,41049.0
Audi,A5,Grey,Black interior,Alcantara interior,Coupe,2/3 doors,5,Petrol,Automatic,4x4,180,1984.0,150,Euro 6d-TEMP,43000,2020,No battery type class,0.0,0.0,1,4.0,41799.0
Skoda,Kodiaq,Red,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1968.0,150,Euro 6d-TEMP,85687,2020,No battery type class,0.0,0.014084507042253521,1,3.0,35149.0
Volkswagen,Golf,Silver,Black interior,Velour interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,116,No emission class,70019,2019,No battery type class,0.0,0.0,1,3.0,19299.0
BMW,X1,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,141,1998.0,183,Euro 6d-TEMP,60493,2019,No battery type class,0.0,0.0,1,4.0,30849.0
Opel,Zafira,Silver,Black interior,Cloth interior,MPV,4/5 doors,5,Petrol,Automatic,4x2,103,1364.0,164,Euro 5,128476,2013,No battery type class,0.0,0.0,2,3.0,11849.0
Fiat,Scudo,Silver,Other interior color,Other interior material,Cargo VAN,4/5 doors,3,Diesel,Automatic,4x2,106,1997.0,170,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,3.0,43649.0
Audi,A1,White,Black interior,Full leather interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,104,Euro 6,43925,2019,No battery type class,0.0,0.0,Unknown,5.0,17449.0
Opel,Vivaro,White,Other interior color,Part leather interior,Cargo VAN,4/5 doors,6,Diesel,Automatic,4x2,90,1997.0,142,Euro 6,57853,2021,No battery type class,0.0,0.0,Unknown,3.0,40649.0
Volkswagen,Sharan,Black,Black interior,Cloth interior,MPV,4/5 doors,7,Petrol,Automatic,4x2,110,1395.0,157,Euro 6d,26498,2023,No battery type class,0.0,0.0,1,3.0,36299.0
Citroen,Berlingo,Black,Other interior color,Cloth interior,MPV/VAN,4/5 doors,5,Diesel,Manual,4x2,96,1499.0,117,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,26799.0
MINI,Cooper Countryman,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,100,1499.0,145,Euro 6,4000,2023,No battery type class,0.0,0.0,1,4.0,37749.0
Volkswagen,T-Cross,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,70,999.0,110,Euro 6d-TEMP,33755,2019,No battery type class,0.0,0.0,Unknown,3.0,19349.0
Volkswagen,Eos,Grey,Grey interior,Cloth interior,Cabriolet,2/3 doors,4,Petrol,Manual,4x2,90,1390.0,144,Euro 5,91411,2014,No battery type class,0.0,0.0,2,3.0,9649.0
Opel,Crossland,Grey,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,107,Euro 6d,28450,2019,No battery type class,0.0,0.0,1,3.0,21149.0
Mazda,CX-5,Red,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,135,2191.0,147,Euro 6d,22890,2023,No battery type class,0.0,0.0,1,3.0,37049.0
Hyundai,i10,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,49,998.0,97,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,5.0,18849.0
Mercedes-Benz,GLA 250,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,165,1991.0,178,Euro 6d,16999,2022,No battery type class,0.0,0.0,1,4.0,43599.0
BMW,218 Gran Coupé,Black,Black interior,Cloth interior,Coupe,4/5 doors,5,Petrol,Automatic,4x2,100,1499.0,148,Euro 6d,14500,2022,No battery type class,0.0,0.0,1,4.0,33849.0
Opel,Corsa,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,1009.0,0,No emission class,0,2023,Lithium-ion (Li-ion),5.0,50.0,Unknown,3.0,31199.0
Mercedes-Benz,Sprinter,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,125,1950.0,0,Euro 6d,64778,2022,No battery type class,0.0,0.0,1,4.0,36749.0
Audi,Q2,White,Grey interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110,1968.0,131,Euro 6,94668,2017,No battery type class,0.0,0.0,Unknown,7.0,27249.0
BMW,X3,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,240,2993.0,164,Euro 6d-TEMP,70300,2020,No battery type class,0.0,0.0,1,4.0,49949.0
Mercedes-Benz,B 160,Grey,Black interior,Part leather interior,MPV/VAN,4/5 doors,5,Petrol,Automatic,4x2,71,1498.0,168,Euro 5,70897,2011,No battery type class,0.0,0.0,Unknown,4.0,12849.0
BMW,X1,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,100,1499.0,121,Euro 6,92000,2017,No battery type class,0.0,0.0,1,4.0,22149.0
Cupra,Formentor,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,126,Euro 6d,3500,2022,No battery type class,0.0,0.0,Unknown,3.0,30899.0
Fiat,500,Blue,Other interior color,Other interior material,Hatchback,2/3 doors,4,Petrol,Manual,4x2,51,999.0,88,No emission class,10,2023,No battery type class,0.0,0.0,Unknown,3.0,16149.0
Kia,Sportage,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,99,1591.0,158,Euro 6,58000,2015,No battery type class,0.0,0.0,Unknown,4.0,16849.0
Skoda,Octavia,Black,Grey interior,Alcantara interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,162,1984.0,143,Euro 6,109000,2017,No battery type class,0.0,0.0,2,3.0,20999.0
BMW,220 Gran Tourer,Black,Black interior,Full leather interior,MPV,4/5 doors,7,Diesel,Automatic,4x4,140,1995.0,0,Euro 6,95204,2019,No battery type class,0.0,0.014084507042253521,1,4.0,26349.0
Skoda,Fabia,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,55,999.0,108,Euro 6,39010,2019,No battery type class,0.0,0.0,1,5.0,13499.0
Fiat,500,Green,Grey interior,Cloth interior,Hatchback,2/3 doors,4,Petrol,Manual,4x2,59,875.0,90,Euro 6,39416,2018,No battery type class,0.0,0.0,Unknown,3.0,12799.0
Ford,Mondeo,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1995.0,130,Euro 6d-TEMP,54367,2020,No battery type class,0.0,0.0,Unknown,5.0,26799.0
Audi,A4,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,150,1968.0,120,Euro 6d,19,2023,No battery type class,0.0,0.0,Unknown,4.0,52149.0
Seat,Leon,Red,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,96,1498.0,121,Euro 6,46650,2020,No battery type class,0.0,0.0,Unknown,4.0,15549.0
Volkswagen,Tiguan,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,130,Euro 6,27980,2020,No battery type class,0.0,0.0,Unknown,3.0,29399.0
Fiat,Tipo,Black,Other interior color,Other interior material,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,70,1248.0,109,Euro 6,128000,2020,No battery type class,0.0,0.0,Unknown,3.0,10949.0
Fiat,500L Cross,Black,Other interior color,Other interior material,MPV,4/5 doors,5,LPG,Manual,4x2,88,999.0,130,Euro 6,9990,2022,No battery type class,0.0,0.0,1,3.0,24499.0
Nissan,Qashqai,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,116,1332.0,159,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,4.0,38399.0
BMW,318,White,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,115,1998.0,130,Euro 6,19878,2023,No battery type class,0.0,0.0,1,4.0,42549.0
Volkswagen,Golf,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1395.0,106,Euro 6d-TEMP,64063,2021,No battery type class,0.0,0.0,1,3.0,29549.0
Volkswagen,T-Roc,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,123,Euro 6,54527,2019,No battery type class,0.0,0.0,1,3.0,24199.0
Volkswagen,Golf,Silver,Black interior,Cloth interior,Cabriolet,2/3 doors,4,Petrol,Manual,4x2,90,1390.0,144,No emission class,90619,2015,No battery type class,0.0,0.0,1,3.0,14899.0
BMW,X3,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1995.0,0,Euro 6,39271,2021,No battery type class,0.0,0.014084507042253521,Unknown,4.0,48149.0
Cupra,Formentor,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,228,1984.0,175,Euro 6,5247,2023,No battery type class,0.0,0.0,Unknown,3.0,40199.0
Volvo,XC90,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,Hybrid,Automatic,4x4,288,1969.0,147,Euro 6d,47500,2020,Lithium-ion (Li-ion),3.0,10.0,Unknown,3.0,53149.0
Volkswagen,Polo,Black,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Manual,4x2,66,1197.0,107,Euro 6,24500,2016,No battery type class,0.0,0.0,2,3.0,13199.0
Kia,cee'd / Ceed,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,998.0,118,Euro 6,4000,2022,No battery type class,0.0,0.0,Unknown,4.0,23149.0
Opel,Corsa,Red,Grey interior,Other interior material,Hatchback,4/5 doors,5,Petrol,Manual,4x2,55,1199.0,93,Euro 6,35700,2020,No battery type class,0.0,0.0,Unknown,3.0,15199.0
Volkswagen,Golf,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,180,1984.0,145,Euro 6d-TEMP,51800,2019,No battery type class,0.0,0.0,1,3.0,30999.0
Hyundai,i30,Green,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,88,998.0,111,Euro 6,26752,2022,No battery type class,0.0,0.0,1,5.0,20449.0
